produce_id,subtype_name,origin_state,taste_profile,scientific_name,marathi_name,description,info
16,Karjat-4,Maharashtra,"Aromatic, short-bold, good palatability",Oryza sativa cv. Karjat-4,Karjat Tandul,"Developed at Regional Agricultural Research Station, Karjat; adapted to Konkan; medium duration.","Developed at Regional Agricultural Research Station, Karjat; adapted to Konkan; medium duration.

Scientific name: Oryza sativa cv. Karjat-4

Origin: Maharashtra

Taste profile: Aromatic, short-bold, good palatability

Marathi name: Karjat Tandul"
16,Phule Samruddhi,Maharashtra,"High yield, medium grain, good cooking quality",Oryza sativa cv. Phule Samruddhi,Phule Samruddhi Tandul,Developed by MPKV Rahuri; high-yielding; suitable for Konkan and Western Maharashtra.,"Developed by MPKV Rahuri; high-yielding; suitable for Konkan and Western Maharashtra.

Scientific name: Oryza sativa cv. Phule Samruddhi

Origin: Maharashtra

Taste profile: High yield, medium grain, good cooking quality

Marathi name: Phule Samruddhi Tandul"
17,Lokwan,Maharashtra,"Nutty, slightly sweet, good chapati quality",Triticum aestivum cv. Lokwan,Lokwan Gahu,"Heritage wheat of Maharashtra; famous for chapati quality; medium yield; lower gluten than modern varieties; Nashik, Pune, Aurangabad.","Heritage wheat of Maharashtra; famous for chapati quality; medium yield; lower gluten than modern varieties; Nashik, Pune, Aurangabad.

Scientific name: Triticum aestivum cv. Lokwan

Origin: Maharashtra

Taste profile: Nutty, slightly sweet, good chapati quality

Marathi name: Lokwan Gahu"
17,HD-2189,India,"Plain, high gluten, good milling quality",Triticum aestivum cv. HD-2189,HD-2189 Gahu,Widely grown HYV; adaptable; Nashik and Aurangabad irrigated zones.,"Widely grown HYV; adaptable; Nashik and Aurangabad irrigated zones.

Scientific name: Triticum aestivum cv. HD-2189

Origin: India

Taste profile: Plain, high gluten, good milling quality

Marathi name: HD-2189 Gahu"
17,HD-2967,India,"Mild, high yield, good chapati quality",Triticum aestivum cv. HD-2967,HD-2967 Gahu,"One of most popular wheats in Maharashtra; rust-resistant; Nashik, Pune, Vidarbha.","One of most popular wheats in Maharashtra; rust-resistant; Nashik, Pune, Vidarbha.

Scientific name: Triticum aestivum cv. HD-2967

Origin: India

Taste profile: Mild, high yield, good chapati quality

Marathi name: HD-2967 Gahu"
17,NIAW-34,Maharashtra,"Mild flavour, high yield, semi-dwarf",Triticum aestivum cv. NIAW-34,NIAW-34 Gahu,"Developed at NIPHAD, Nashik; well adapted to Maharashtra; good tillering.","Developed at NIPHAD, Nashik; well adapted to Maharashtra; good tillering.

Scientific name: Triticum aestivum cv. NIAW-34

Origin: Maharashtra

Taste profile: Mild flavour, high yield, semi-dwarf

Marathi name: NIAW-34 Gahu"
17,NIAW-917,Maharashtra,"Good chapati quality, heat tolerant",Triticum aestivum cv. NIAW-917,NIAW-917 Gahu,Heat-tolerant variety for Maharashtra; late sowing conditions; Marathwada.,"Heat-tolerant variety for Maharashtra; late sowing conditions; Marathwada.

Scientific name: Triticum aestivum cv. NIAW-917

Origin: Maharashtra

Taste profile: Good chapati quality, heat tolerant

Marathi name: NIAW-917 Gahu"
17,MACS-6222,Maharashtra,"High protein, good chapati quality",Triticum aestivum cv. MACS-6222,MACS-6222 Gahu,"Developed at ARI, Pune; high-yielding; Nashik, Pune, Solapur.","Developed at ARI, Pune; high-yielding; Nashik, Pune, Solapur.

Scientific name: Triticum aestivum cv. MACS-6222

Origin: Maharashtra

Taste profile: High protein, good chapati quality

Marathi name: MACS-6222 Gahu"
17,AKAW-4627,Maharashtra,"Durum type, high protein, golden semolina",Triticum durum cv. AKAW-4627,AKAW Gahu,Durum wheat; Akola series; Vidarbha and Marathwada; used for semolina (rawa/suji).,"Durum wheat; Akola series; Vidarbha and Marathwada; used for semolina (rawa/suji).

Scientific name: Triticum durum cv. AKAW-4627

Origin: Maharashtra

Taste profile: Durum type, high protein, golden semolina

Marathi name: AKAW Gahu"
18,Maldandi,Maharashtra,"Bold, white grain, excellent bhakri quality",Sorghum bicolor cv. Maldandi 35-1,Maldandi Jwarī,Heritage rabi sorghum; Solapur is the heartland; world-famous grain quality; GI tag sought; premium price; iconic Maharashtrian grain.,"Heritage rabi sorghum; Solapur is the heartland; world-famous grain quality; GI tag sought; premium price; iconic Maharashtrian grain.

Scientific name: Sorghum bicolor cv. Maldandi 35-1

Origin: Maharashtra

Taste profile: Bold, white grain, excellent bhakri quality

Marathi name: Maldandi Jwarī"
18,Dagadi Jowar,Maharashtra,"Nutty, hard grain, very drought tolerant",Sorghum bicolor (local landrace),Dagadi Jwarī,Traditional hard-grain Kharif variety; Marathwada and Vidarbha; grown without irrigation.,"Traditional hard-grain Kharif variety; Marathwada and Vidarbha; grown without irrigation.

Scientific name: Sorghum bicolor (local landrace)

Origin: Maharashtra

Taste profile: Nutty, hard grain, very drought tolerant

Marathi name: Dagadi Jwarī"
18,Phule Vasudha,Maharashtra,"High yield, white grain, good quality",Sorghum bicolor cv. Phule Vasudha,Phule Vasudha Jwarī,"Developed by MPKV; Rabi season; Nashik, Pune, Aurangabad; dual purpose (grain + fodder).","Developed by MPKV; Rabi season; Nashik, Pune, Aurangabad; dual purpose (grain + fodder).

Scientific name: Sorghum bicolor cv. Phule Vasudha

Origin: Maharashtra

Taste profile: High yield, white grain, good quality

Marathi name: Phule Vasudha Jwarī"
18,CSV-15,India (ICRISAT),"Bold white grain, high yield",Sorghum bicolor cv. CSV-15,CSV-15 Jwarī,"ICRISAT-developed; widely adapted; Maharashtra, Karnataka; Kharif.","ICRISAT-developed; widely adapted; Maharashtra, Karnataka; Kharif.

Scientific name: Sorghum bicolor cv. CSV-15

Origin: India (ICRISAT)

Taste profile: Bold white grain, high yield

Marathi name: CSV-15 Jwarī"
18,CSV-20,India (ICRISAT),"White grain, good yield, disease resistant",Sorghum bicolor cv. CSV-20,CSV-20 Jwarī,Improved variety; Marathwada and Vidarbha.,"Improved variety; Marathwada and Vidarbha.

Scientific name: Sorghum bicolor cv. CSV-20

Origin: India (ICRISAT)

Taste profile: White grain, good yield, disease resistant

Marathi name: CSV-20 Jwarī"
18,CSV-27,India (ICRISAT),"White grain, drought tolerant, medium yield",Sorghum bicolor cv. CSV-27,CSV-27 Jwarī,Latest release; suitable for Kharif; Maharashtra.,"Latest release; suitable for Kharif; Maharashtra.

Scientific name: Sorghum bicolor cv. CSV-27

Origin: India (ICRISAT)

Taste profile: White grain, drought tolerant, medium yield

Marathi name: CSV-27 Jwarī"
18,CSH-14,India,"High yield, bold grain, hybrid vigour",Sorghum bicolor cv. CSH-14,CSH-14 Jwarī,Popular hybrid; Kharif; Vidarbha and Marathwada; good fodder value.,"Popular hybrid; Kharif; Vidarbha and Marathwada; good fodder value.

Scientific name: Sorghum bicolor cv. CSH-14

Origin: India

Taste profile: High yield, bold grain, hybrid vigour

Marathi name: CSH-14 Jwarī"
18,CSH-16,India,"Very high yield, white grain, hybrid",Sorghum bicolor cv. CSH-16,CSH-16 Jwarī,Widely grown hybrid; Kharif and Rabi; Maharashtra and Andhra Pradesh.,"Widely grown hybrid; Kharif and Rabi; Maharashtra and Andhra Pradesh.

Scientific name: Sorghum bicolor cv. CSH-16

Origin: India

Taste profile: Very high yield, white grain, hybrid

Marathi name: CSH-16 Jwarī"
19,ICTP-8203,India (ICRISAT),"Grey-white grain, good taste, nutritious",Pennisetum glaucum cv. ICTP-8203,ICTP Bajrī,Open-pollinated variety; widely adopted in Maharashtra; drought-tolerant; ICRISAT developed.,"Open-pollinated variety; widely adopted in Maharashtra; drought-tolerant; ICRISAT developed.

Scientific name: Pennisetum glaucum cv. ICTP-8203

Origin: India (ICRISAT)

Taste profile: Grey-white grain, good taste, nutritious

Marathi name: ICTP Bajrī"
19,Shanti,Maharashtra,"White grain, mild flavour, high yield",Pennisetum glaucum cv. Shanti,Shanti Bajrī,"MPKV Rahuri; well adapted to dry zones of Nashik, Aurangabad; Kharif.","MPKV Rahuri; well adapted to dry zones of Nashik, Aurangabad; Kharif.

Scientific name: Pennisetum glaucum cv. Shanti

Origin: Maharashtra

Taste profile: White grain, mild flavour, high yield

Marathi name: Shanti Bajrī"
19,Saburi,Maharashtra,"Good grain quality, medium yield",Pennisetum glaucum cv. Saburi,Saburi Bajrī,MPKV variety; Maharashtra; dual purpose.,"MPKV variety; Maharashtra; dual purpose.

Scientific name: Pennisetum glaucum cv. Saburi

Origin: Maharashtra

Taste profile: Good grain quality, medium yield

Marathi name: Saburi Bajrī"
19,Phule Mahashakti,Maharashtra,"High protein, bold grain, high yield",Pennisetum glaucum cv. Phule Mahashakti,Phule Mahashakti Bajrī,"Biofortified; high iron and zinc; MPKV; Nashik, Dhule, Jalgaon.","Biofortified; high iron and zinc; MPKV; Nashik, Dhule, Jalgaon.

Scientific name: Pennisetum glaucum cv. Phule Mahashakti

Origin: Maharashtra

Taste profile: High protein, bold grain, high yield

Marathi name: Phule Mahashakti Bajrī"
19,HHB-67,India,"Bold grey grain, very high yield, hybrid",Pennisetum glaucum cv. HHB-67,HHB-67 Bajrī,"Most popular hybrid in Maharashtra; CCSHAU Hisar; Nashik, Jalgaon, Dhule.","Most popular hybrid in Maharashtra; CCSHAU Hisar; Nashik, Jalgaon, Dhule.

Scientific name: Pennisetum glaucum cv. HHB-67

Origin: India

Taste profile: Bold grey grain, very high yield, hybrid

Marathi name: HHB-67 Bajrī"
20,African Tall,Maharashtra,"Plain, starchy, large cob, open-pollinated",Zea mays cv. African Tall,African Tall Makka,Traditional OPV; tall plant; widely grown in Nashik and Pune; good for food and fodder.,"Traditional OPV; tall plant; widely grown in Nashik and Pune; good for food and fodder.

Scientific name: Zea mays cv. African Tall

Origin: Maharashtra

Taste profile: Plain, starchy, large cob, open-pollinated

Marathi name: African Tall Makka"
20,Vijay Composite,India,"Good flavour, medium yield",Zea mays cv. Vijay,Vijay Makka,Open-pollinated; IARI developed; adaptable to Maharashtra; Kharif.,"Open-pollinated; IARI developed; adaptable to Maharashtra; Kharif.

Scientific name: Zea mays cv. Vijay

Origin: India

Taste profile: Good flavour, medium yield

Marathi name: Vijay Makka"
20,Deccan Hybrid-101,Maharashtra,"Good flavour, high yield, hybrid vigour",Zea mays cv. Deccan-101,Deccan Makka,Local hybrid; Pune and Nashik; food and fodder use.,"Local hybrid; Pune and Nashik; food and fodder use.

Scientific name: Zea mays cv. Deccan-101

Origin: Maharashtra

Taste profile: Good flavour, high yield, hybrid vigour

Marathi name: Deccan Makka"
20,HQPM-1,India,"High protein (QPM), sweet-nutty flavour",Zea mays cv. HQPM-1,HQPM-1 Makka,Quality Protein Maize; IARI; high lysine and tryptophan; nutritionally superior; poultry and food.,"Quality Protein Maize; IARI; high lysine and tryptophan; nutritionally superior; poultry and food.

Scientific name: Zea mays cv. HQPM-1

Origin: India

Taste profile: High protein (QPM), sweet-nutty flavour

Marathi name: HQPM-1 Makka"
20,Bioseed 9681,Maharashtra,"Very high yield, bold grain, hybrid",Zea mays cv. Bioseed 9681,Bioseed Makka,"Commercial hybrid; Nashik, Pune; widely used by contract farmers.","Commercial hybrid; Nashik, Pune; widely used by contract farmers.

Scientific name: Zea mays cv. Bioseed 9681

Origin: Maharashtra

Taste profile: Very high yield, bold grain, hybrid

Marathi name: Bioseed Makka"
21,Dapoli-1,Maharashtra,"Brown grain, earthy, nutritious",Eleusine coracana cv. Dapoli-1,Dapoli Nachni,Developed at BSKKV Dapoli; adapted to Konkan; Kharif; good yield.,"Developed at BSKKV Dapoli; adapted to Konkan; Kharif; good yield.

Scientific name: Eleusine coracana cv. Dapoli-1

Origin: Maharashtra

Taste profile: Brown grain, earthy, nutritious

Marathi name: Dapoli Nachni"
21,GPU-28,Karnataka/Maharashtra,"Brown-black grain, high yield",Eleusine coracana cv. GPU-28,GPU-28 Nachni,One of most popular varieties; GKVK Bengaluru; widely adapted to Maharashtra.,"One of most popular varieties; GKVK Bengaluru; widely adapted to Maharashtra.

Scientific name: Eleusine coracana cv. GPU-28

Origin: Karnataka/Maharashtra

Taste profile: Brown-black grain, high yield

Marathi name: GPU-28 Nachni"
21,GPU-67,Karnataka/Maharashtra,"Brown grain, blast-resistant, high yield",Eleusine coracana cv. GPU-67,GPU-67 Nachni,Disease resistant; good yield; Nashik hills and Nandurbar.,"Disease resistant; good yield; Nashik hills and Nandurbar.

Scientific name: Eleusine coracana cv. GPU-67

Origin: Karnataka/Maharashtra

Taste profile: Brown grain, blast-resistant, high yield

Marathi name: GPU-67 Nachni"
21,Indaf-5,India,"Dark brown, higher protein content",Eleusine coracana cv. Indaf-5,Indaf Nachni,ICAR developed; high yielding; used widely in Maharashtra tribal districts.,"ICAR developed; high yielding; used widely in Maharashtra tribal districts.

Scientific name: Eleusine coracana cv. Indaf-5

Origin: India

Taste profile: Dark brown, higher protein content

Marathi name: Indaf Nachni"
22,Local Kodra,Maharashtra,"Earthy, nutty, slightly bitter if unhulled",Paspalum scrobiculatum (local landrace),Sthanik Kodra,Indigenous landraces grown in Nashik and Nandurbar tribal belts; integral to tribal food culture.,"Indigenous landraces grown in Nashik and Nandurbar tribal belts; integral to tribal food culture.

Scientific name: Paspalum scrobiculatum (local landrace)

Origin: Maharashtra

Taste profile: Earthy, nutty, slightly bitter if unhulled

Marathi name: Sthanik Kodra"
23,Kutki (Local),Maharashtra,"Mild, slightly nutty, soft when cooked",Panicum sumatrense (local),Sthanik Vari,Traditional landrace; Nashik and Nandurbar; used for vari chi bhakri and khichdi during fasting.,"Traditional landrace; Nashik and Nandurbar; used for vari chi bhakri and khichdi during fasting.

Scientific name: Panicum sumatrense (local)

Origin: Maharashtra

Taste profile: Mild, slightly nutty, soft when cooked

Marathi name: Sthanik Vari"
24,Bhagar (Local),Maharashtra,"Mild, fluffy, slightly chewy",Echinochloa frumentacea (local),Sthanik Bhagar,Traditional local variety; grown across Maharashtra; essential fasting food; khichdi and bhakri.,"Traditional local variety; grown across Maharashtra; essential fasting food; khichdi and bhakri.

Scientific name: Echinochloa frumentacea (local)

Origin: Maharashtra

Taste profile: Mild, fluffy, slightly chewy

Marathi name: Sthanik Bhagar"
24,PRJ-1,Maharashtra,"Good grain quality, high yield",Echinochloa frumentacea cv. PRJ-1,PRJ-1 Bhagar,Improved variety; BSKKV Dapoli; Konkan and Nashik.,"Improved variety; BSKKV Dapoli; Konkan and Nashik.

Scientific name: Echinochloa frumentacea cv. PRJ-1

Origin: Maharashtra

Taste profile: Good grain quality, high yield

Marathi name: PRJ-1 Bhagar"
25,Cheena (Local),Maharashtra,"Mild, bland, soft when cooked",Panicum miliaceum (local landrace),Sthanik Cheena,Local varieties; Marathwada and Vidarbha; very short duration; used for khichdi and upma.,"Local varieties; Marathwada and Vidarbha; very short duration; used for khichdi and upma.

Scientific name: Panicum miliaceum (local landrace)

Origin: Maharashtra

Taste profile: Mild, bland, soft when cooked

Marathi name: Sthanik Cheena"
26,BSMR-736 (Vipula),Maharashtra,"Good cooking quality, earthy flavour",Cajanus cajan cv. BSMR-736,Vipula Tur,Wilt and sterility mosaic resistant; MPKV Rahuri; Marathwada and Vidarbha; medium duration.,"Wilt and sterility mosaic resistant; MPKV Rahuri; Marathwada and Vidarbha; medium duration.

Scientific name: Cajanus cajan cv. BSMR-736

Origin: Maharashtra

Taste profile: Good cooking quality, earthy flavour

Marathi name: Vipula Tur"
26,Asha (ICPL-87119),India (ICRISAT),"Good flavour, medium-bold grain",Cajanus cajan cv. Asha,Asha Tur,"Wilt-resistant; widely adapted; popular in Latur, Osmanabad; medium duration.","Wilt-resistant; widely adapted; popular in Latur, Osmanabad; medium duration.

Scientific name: Cajanus cajan cv. Asha

Origin: India (ICRISAT)

Taste profile: Good flavour, medium-bold grain

Marathi name: Asha Tur"
26,Maruti,Maharashtra,"Large seed, good dal recovery, bold grain",Cajanus cajan cv. Maruti,Maruti Tur,Bold-seeded variety; Marathwada; high market value; good for commercial dal production.,"Bold-seeded variety; Marathwada; high market value; good for commercial dal production.

Scientific name: Cajanus cajan cv. Maruti

Origin: Maharashtra

Taste profile: Large seed, good dal recovery, bold grain

Marathi name: Maruti Tur"
26,ICPL-87119,India (ICRISAT),"Medium grain, disease resistant",Cajanus cajan cv. ICPL-87119,Prabhat Tur,Extra-early variety; ICRISAT; Marathwada; good for areas with short seasons.,"Extra-early variety; ICRISAT; Marathwada; good for areas with short seasons.

Scientific name: Cajanus cajan cv. ICPL-87119

Origin: India (ICRISAT)

Taste profile: Medium grain, disease resistant

Marathi name: Prabhat Tur"
27,Vijay,Maharashtra,"Earthy, creamy, desi type, medium seed",Cicer arietinum cv. Vijay,Vijay Harbhara,Wilt-resistant desi variety; MPKV Rahuri; widely grown in Marathwada.,"Wilt-resistant desi variety; MPKV Rahuri; widely grown in Marathwada.

Scientific name: Cicer arietinum cv. Vijay

Origin: Maharashtra

Taste profile: Earthy, creamy, desi type, medium seed

Marathi name: Vijay Harbhara"
27,Digvijay,Maharashtra,"Good cooking quality, desi type",Cicer arietinum cv. Digvijay,Digvijay Harbhara,High yielding; Marathwada; rust and wilt tolerant.,"High yielding; Marathwada; rust and wilt tolerant.

Scientific name: Cicer arietinum cv. Digvijay

Origin: Maharashtra

Taste profile: Good cooking quality, desi type

Marathi name: Digvijay Harbhara"
27,JAKI-9218,Maharashtra,"Bold kabuli type, white, premium",Cicer arietinum cv. JAKI-9218,JAKI Kabuli Harbhara,"Kabuli chickpea; large white seeds; premium export market; Latur, Osmanabad.","Kabuli chickpea; large white seeds; premium export market; Latur, Osmanabad.

Scientific name: Cicer arietinum cv. JAKI-9218

Origin: Maharashtra

Taste profile: Bold kabuli type, white, premium

Marathi name: JAKI Kabuli Harbhara"
27,Vishal,Maharashtra,"Bold kabuli, creamy white, export quality",Cicer arietinum cv. Vishal,Vishal Kabuli Harbhara,Large-seeded kabuli; Marathwada; grown for export to Middle East and Europe.,"Large-seeded kabuli; Marathwada; grown for export to Middle East and Europe.

Scientific name: Cicer arietinum cv. Vishal

Origin: Maharashtra

Taste profile: Bold kabuli, creamy white, export quality

Marathi name: Vishal Kabuli Harbhara"
28,TAU-1,Maharashtra,"Black seed, bold, good dal quality",Vigna mungo cv. TAU-1,TAU-1 Udid,MPKV Parbhani; widely grown in Marathwada; Kharif; wilt tolerant.,"MPKV Parbhani; widely grown in Marathwada; Kharif; wilt tolerant.

Scientific name: Vigna mungo cv. TAU-1

Origin: Maharashtra

Taste profile: Black seed, bold, good dal quality

Marathi name: TAU-1 Udid"
28,TPU-4,Maharashtra,"Medium black seed, good yield",Vigna mungo cv. TPU-4,TPU-4 Udid,MPKV variety; adapted to Marathwada and Vidarbha.,"MPKV variety; adapted to Marathwada and Vidarbha.

Scientific name: Vigna mungo cv. TPU-4

Origin: Maharashtra

Taste profile: Medium black seed, good yield

Marathi name: TPU-4 Udid"
28,AKU-15,Maharashtra,"Bold black seed, high protein",Vigna mungo cv. AKU-15,AKU Udid,Akola series; Vidarbha; disease-resistant; Kharif.,"Akola series; Vidarbha; disease-resistant; Kharif.

Scientific name: Vigna mungo cv. AKU-15

Origin: Maharashtra

Taste profile: Bold black seed, high protein

Marathi name: AKU Udid"
29,JL-3,Maharashtra,"Orange-red split, mild earthy flavour",Lens culinaris cv. JL-3,JL-3 Masur,MPKV Parbhani; adapted to Marathwada; Rabi; medium yield.,"MPKV Parbhani; adapted to Marathwada; Rabi; medium yield.

Scientific name: Lens culinaris cv. JL-3

Origin: Maharashtra

Taste profile: Orange-red split, mild earthy flavour

Marathi name: JL-3 Masur"
29,JL-1,Maharashtra,"Medium brown seed, good quality split",Lens culinaris cv. JL-1,JL-1 Masur,Earlier release; Marathwada; good cooking quality.,"Earlier release; Marathwada; good cooking quality.

Scientific name: Lens culinaris cv. JL-1

Origin: Maharashtra

Taste profile: Medium brown seed, good quality split

Marathi name: JL-1 Masur"
29,KLS-218,Maharashtra,"Brown-red seed, good yield",Lens culinaris cv. KLS-218,KLS-218 Masur,"MPKV variety; Latur, Osmanabad; rust-tolerant.","MPKV variety; Latur, Osmanabad; rust-tolerant.

Scientific name: Lens culinaris cv. KLS-218

Origin: Maharashtra

Taste profile: Brown-red seed, good yield

Marathi name: KLS-218 Masur"
30,JS-335,Madhya Pradesh/Maharashtra,"Neutral, beany, high protein and oil",Glycine max cv. JS-335,JS-335 Soya,Most widely grown variety in Maharashtra for decades; Vidarbha and Marathwada; good yield and oil content.,"Most widely grown variety in Maharashtra for decades; Vidarbha and Marathwada; good yield and oil content.

Scientific name: Glycine max cv. JS-335

Origin: Madhya Pradesh/Maharashtra

Taste profile: Neutral, beany, high protein and oil

Marathi name: JS-335 Soya"
30,JS-9305,India,"High yield, good oil content",Glycine max cv. JS-9305,JS-9305 Soya,Improved variety; Vidarbha; pod shatter resistant; Kharif.,"Improved variety; Vidarbha; pod shatter resistant; Kharif.

Scientific name: Glycine max cv. JS-9305

Origin: India

Taste profile: High yield, good oil content

Marathi name: JS-9305 Soya"
30,MAUS-71,Maharashtra,"High yield, good protein content",Glycine max cv. MAUS-71,MAUS-71 Soya,MPKV Rahuri; widely adapted to Maharashtra; moderate disease resistance.,"MPKV Rahuri; widely adapted to Maharashtra; moderate disease resistance.

Scientific name: Glycine max cv. MAUS-71

Origin: Maharashtra

Taste profile: High yield, good protein content

Marathi name: MAUS-71 Soya"
30,MAUS-158,Maharashtra,"High yield, lodging resistant",Glycine max cv. MAUS-158,MAUS-158 Soya,Latest MPKV variety; improved pod-shatter resistance; Maharashtra.,"Latest MPKV variety; improved pod-shatter resistance; Maharashtra.

Scientific name: Glycine max cv. MAUS-158

Origin: Maharashtra

Taste profile: High yield, lodging resistant

Marathi name: MAUS-158 Soya"
31,JL-24,Maharashtra,"Rich nutty flavour, high oil, Spanish type",Arachis hypogaea cv. JL-24,JL-24 Shengdana,"Most popular in Maharashtra; MPKV Junnar; Spanish bunch; widely grown in Vidarbha, Nashik; short duration.","Most popular in Maharashtra; MPKV Junnar; Spanish bunch; widely grown in Vidarbha, Nashik; short duration.

Scientific name: Arachis hypogaea cv. JL-24

Origin: Maharashtra

Taste profile: Rich nutty flavour, high oil, Spanish type

Marathi name: JL-24 Shengdana"
31,TAG-24,India,"Good oil content, bold kernel, Spanish",Arachis hypogaea cv. TAG-24,TAG-24 Shengdana,"Tilakar Agri; drought-tolerant; Marathwada, Vidarbha; Kharif.","Tilakar Agri; drought-tolerant; Marathwada, Vidarbha; Kharif.

Scientific name: Arachis hypogaea cv. TAG-24

Origin: India

Taste profile: Good oil content, bold kernel, Spanish

Marathi name: TAG-24 Shengdana"
31,SB-11,Maharashtra,"High yield, good kernel recovery",Arachis hypogaea cv. SB-11,SB-11 Shengdana,MPKV variety; Nashik and Ahmednagar; drought tolerant.,"MPKV variety; Nashik and Ahmednagar; drought tolerant.

Scientific name: Arachis hypogaea cv. SB-11

Origin: Maharashtra

Taste profile: High yield, good kernel recovery

Marathi name: SB-11 Shengdana"
31,Phule Pragati,Maharashtra,"Bold kernel, high oil, good yield",Arachis hypogaea cv. Phule Pragati,Phule Pragati Shengdana,MPKV Rahuri; improved variety; dual purpose (oil + fresh nut); Maharashtra.,"MPKV Rahuri; improved variety; dual purpose (oil + fresh nut); Maharashtra.

Scientific name: Arachis hypogaea cv. Phule Pragati

Origin: Maharashtra

Taste profile: Bold kernel, high oil, good yield

Marathi name: Phule Pragati Shengdana"
32,AKT-64,Maharashtra,"White seed, nutty, high oil (50–54%)",Sesamum indicum cv. AKT-64,AKT-64 Til,Akola series; Vidarbha and Marathwada; white-seeded; high oil; good export quality.,"Akola series; Vidarbha and Marathwada; white-seeded; high oil; good export quality.

Scientific name: Sesamum indicum cv. AKT-64

Origin: Maharashtra

Taste profile: White seed, nutty, high oil (50–54%)

Marathi name: AKT-64 Til"
32,JLT-7,Maharashtra,"White seed, good oil content",Sesamum indicum cv. JLT-7,JLT-7 Til,MPKV Jalgaon variety; North Maharashtra; Kharif; medium yield.,"MPKV Jalgaon variety; North Maharashtra; Kharif; medium yield.

Scientific name: Sesamum indicum cv. JLT-7

Origin: Maharashtra

Taste profile: White seed, good oil content

Marathi name: JLT-7 Til"
32,Phule Til-1,Maharashtra,"White seed, high oil, improved variety",Sesamum indicum cv. Phule Til-1,Phule Til,MPKV Rahuri; widely recommended for Maharashtra; good yield under rainfed conditions.,"MPKV Rahuri; widely recommended for Maharashtra; good yield under rainfed conditions.

Scientific name: Sesamum indicum cv. Phule Til-1

Origin: Maharashtra

Taste profile: White seed, high oil, improved variety

Marathi name: Phule Til"
33,Morden,Canada/Maharashtra,"High oil content, open-pollinated",Helianthus annuus cv. Morden,Morden Suryafool,OPV; adapted to dry conditions in Marathwada; medium height; good oil (40–45%).,"OPV; adapted to dry conditions in Marathwada; medium height; good oil (40–45%).

Scientific name: Helianthus annuus cv. Morden

Origin: Canada/Maharashtra

Taste profile: High oil content, open-pollinated

Marathi name: Morden Suryafool"
33,KBSH-1,Karnataka/Maharashtra,"High oil (42–45%), hybrid, high yield",Helianthus annuus cv. KBSH-1,KBSH-1 Suryafool,"Hybrid; UASD Dharwad; most popular sunflower hybrid in Maharashtra; Solapur, Latur.","Hybrid; UASD Dharwad; most popular sunflower hybrid in Maharashtra; Solapur, Latur.

Scientific name: Helianthus annuus cv. KBSH-1

Origin: Karnataka/Maharashtra

Taste profile: High oil (42–45%), hybrid, high yield

Marathi name: KBSH-1 Suryafool"
33,KBSH-44,Karnataka/Maharashtra,"Very high oil, large head, hybrid",Helianthus annuus cv. KBSH-44,KBSH-44 Suryafool,Improved hybrid; UASD; downy mildew resistant; Maharashtra dry zones.,"Improved hybrid; UASD; downy mildew resistant; Maharashtra dry zones.

Scientific name: Helianthus annuus cv. KBSH-44

Origin: Karnataka/Maharashtra

Taste profile: Very high oil, large head, hybrid

Marathi name: KBSH-44 Suryafool"
34,Co-86032,Maharashtra,"High sugar (CCS 12–13%), medium-thick cane",Saccharum officinarum cv. Co-86032,Co-86032 Oos,"Most widely grown variety in Maharashtra sugar belt; high sucrose; Pune, Satara, Sangli, Kolhapur.","Most widely grown variety in Maharashtra sugar belt; high sucrose; Pune, Satara, Sangli, Kolhapur.

Scientific name: Saccharum officinarum cv. Co-86032

Origin: Maharashtra

Taste profile: High sugar (CCS 12–13%), medium-thick cane

Marathi name: Co-86032 Oos"
34,CoC-671 (Karuppan),Tamil Nadu/Maharashtra,"Very high sugar, thick cane",Saccharum officinarum cv. CoC-671,CoC-671 Oos,Red cane; high CCS; drought-tolerant; Marathwada and Solapur belt.,"Red cane; high CCS; drought-tolerant; Marathwada and Solapur belt.

Scientific name: Saccharum officinarum cv. CoC-671

Origin: Tamil Nadu/Maharashtra

Taste profile: Very high sugar, thick cane

Marathi name: CoC-671 Oos"
