produce_id,subtype_name,origin_state,taste_profile,scientific_name,marathi_name,description,info
34,Co-94012,Maharashtra,"High yield, high sugar, thin-medium cane",Saccharum officinarum cv. Co-94012,Co-94012 Oos,"Developed for Maharashtra; resistant to red rot; Nashik, Ahmednagar, Pune.","Developed for Maharashtra; resistant to red rot; Nashik, Ahmednagar, Pune.

Scientific name: Saccharum officinarum cv. Co-94012

Origin: Maharashtra

Taste profile: High yield, high sugar, thin-medium cane

Marathi name: Co-94012 Oos"
34,Phule-265 (VSI-434),Maharashtra,"High sugar, high yield, mid-late variety",Saccharum officinarum cv. Phule-265,Phule Oos,"Developed at Vasantdada Sugar Institute, Pune; ideal for cooperative factories; Pune, Satara.","Developed at Vasantdada Sugar Institute, Pune; ideal for cooperative factories; Pune, Satara.

Scientific name: Saccharum officinarum cv. Phule-265

Origin: Maharashtra

Taste profile: High sugar, high yield, mid-late variety

Marathi name: Phule Oos"
34,Co-740,Maharashtra,"Early maturity, good sugar recovery",Saccharum officinarum cv. Co-740,Co-740 Oos,Early variety; once the most grown in Maharashtra; being replaced by newer hybrids.,"Early variety; once the most grown in Maharashtra; being replaced by newer hybrids.

Scientific name: Saccharum officinarum cv. Co-740

Origin: Maharashtra

Taste profile: Early maturity, good sugar recovery

Marathi name: Co-740 Oos"
34,MS-10001 (Phule Mahadhan),Maharashtra,"Very high yield, high CCS",Saccharum officinarum cv. MS-10001,Phule Mahadhan Oos,"Latest high-yield release by MPKV and VSI; Pune, Satara, Sangli; water-efficient under drip.","Latest high-yield release by MPKV and VSI; Pune, Satara, Sangli; water-efficient under drip.

Scientific name: Saccharum officinarum cv. MS-10001

Origin: Maharashtra

Taste profile: Very high yield, high CCS

Marathi name: Phule Mahadhan Oos"
35,Bhima Raj,Maharashtra,"Mild-pungent, red-purple, firm, long shelf life",Allium cepa cv. Bhima Raj,Bhima Raj Kanda,"ICAR-DOGR Pune; most popular commercial variety; excellent storage and export quality; Nashik, Pune, Ahmednagar; Rabi.","ICAR-DOGR Pune; most popular commercial variety; excellent storage and export quality; Nashik, Pune, Ahmednagar; Rabi.

Scientific name: Allium cepa cv. Bhima Raj

Origin: Maharashtra

Taste profile: Mild-pungent, red-purple, firm, long shelf life

Marathi name: Bhima Raj Kanda"
35,Bhima Super,Maharashtra,"Pungent, dark red, globular, good yield",Allium cepa cv. Bhima Super,Bhima Super Kanda,"ICAR-DOGR; high yield; Rabi and Late Kharif; good storage; Nashik, Solapur.","ICAR-DOGR; high yield; Rabi and Late Kharif; good storage; Nashik, Solapur.

Scientific name: Allium cepa cv. Bhima Super

Origin: Maharashtra

Taste profile: Pungent, dark red, globular, good yield

Marathi name: Bhima Super Kanda"
35,Bhima Kiran,Maharashtra,"Pungent, reddish, high yield, Kharif",Allium cepa cv. Bhima Kiran,Bhima Kiran Kanda,"Kharif/Late Kharif specialist; ICAR-DOGR; resistant to purple blotch; Pune, Nashik.","Kharif/Late Kharif specialist; ICAR-DOGR; resistant to purple blotch; Pune, Nashik.

Scientific name: Allium cepa cv. Bhima Kiran

Origin: Maharashtra

Taste profile: Pungent, reddish, high yield, Kharif

Marathi name: Bhima Kiran Kanda"
35,N-2-4-1 (NHRDF),Maharashtra,"Mild pungent, red, medium bulb, Rabi",Allium cepa cv. N-2-4-1,N-2-4-1 Kanda,NHRDF variety; popular for Rabi; Maharashtra and Karnataka; export quality; Nashik.,"NHRDF variety; popular for Rabi; Maharashtra and Karnataka; export quality; Nashik.

Scientific name: Allium cepa cv. N-2-4-1

Origin: Maharashtra

Taste profile: Mild pungent, red, medium bulb, Rabi

Marathi name: N-2-4-1 Kanda"
35,Agrifound Light Red,Maharashtra,"Mild pungent, light red, good export",Allium cepa cv. Agrifound Light Red,Phikka Lal Kanda,"NHRDF; light-red colour preferred in Europe; export-grade; Nashik, Pune.","NHRDF; light-red colour preferred in Europe; export-grade; Nashik, Pune.

Scientific name: Allium cepa cv. Agrifound Light Red

Origin: Maharashtra

Taste profile: Mild pungent, light red, good export

Marathi name: Phikka Lal Kanda"
35,Phule Samarth,Maharashtra,"Pungent, deep red, high yield, hybrid",Allium cepa cv. Phule Samarth,Phule Samarth Kanda,MPKV Rahuri F1 hybrid; very high yield; Rabi; excellent storage; recommended for export belt.,"MPKV Rahuri F1 hybrid; very high yield; Rabi; excellent storage; recommended for export belt.

Scientific name: Allium cepa cv. Phule Samarth

Origin: Maharashtra

Taste profile: Pungent, deep red, high yield, hybrid

Marathi name: Phule Samarth Kanda"
35,Nasik Red (Local),Maharashtra,"Very pungent, classic red, traditional variety",Allium cepa (local landrace),Nashik Lal Kanda,Traditional Nashik landrace; smaller bulb; intense flavour; preferred in domestic market and for export dehydration.,"Traditional Nashik landrace; smaller bulb; intense flavour; preferred in domestic market and for export dehydration.

Scientific name: Allium cepa (local landrace)

Origin: Maharashtra

Taste profile: Very pungent, classic red, traditional variety

Marathi name: Nashik Lal Kanda"
36,Phule Raja,Maharashtra,"Firm, red, medium-large, good shelf life",Solanum lycopersicum cv. Phule Raja,Phule Raja Tomato,MPKV Rahuri; popular commercial variety; suitable for fresh market and processing; Maharashtra Rabi/summer.,"MPKV Rahuri; popular commercial variety; suitable for fresh market and processing; Maharashtra Rabi/summer.

Scientific name: Solanum lycopersicum cv. Phule Raja

Origin: Maharashtra

Taste profile: Firm, red, medium-large, good shelf life

Marathi name: Phule Raja Tomato"
36,Namdhari NS-5252,Maharashtra,"Firm, uniform red, hybrid, long shelf life",Solanum lycopersicum cv. NS-5252,NS-5252 Tomato,"Namdhari Seeds F1 hybrid; widely grown in Nashik, Pune; good for transport and export.","Namdhari Seeds F1 hybrid; widely grown in Nashik, Pune; good for transport and export.

Scientific name: Solanum lycopersicum cv. NS-5252

Origin: Maharashtra

Taste profile: Firm, uniform red, hybrid, long shelf life

Marathi name: NS-5252 Tomato"
36,Syngenta Naveen,Maharashtra,"Bright red, firm, medium, disease tolerant",Solanum lycopersicum cv. Naveen,Naveen Tomato,"Popular hybrid; resistance to ToMV; Nashik, Satara; early bearing.","Popular hybrid; resistance to ToMV; Nashik, Satara; early bearing.

Scientific name: Solanum lycopersicum cv. Naveen

Origin: Maharashtra

Taste profile: Bright red, firm, medium, disease tolerant

Marathi name: Naveen Tomato"
36,Pusa Ruby,India,"Medium red, slightly acidic, open-pollinated",Solanum lycopersicum cv. Pusa Ruby,Pusa Ruby Tomato,"IARI variety; OPV; widely grown; Nashik, Pune; good for home gardens and subsistence farming.","IARI variety; OPV; widely grown; Nashik, Pune; good for home gardens and subsistence farming.

Scientific name: Solanum lycopersicum cv. Pusa Ruby

Origin: India

Taste profile: Medium red, slightly acidic, open-pollinated

Marathi name: Pusa Ruby Tomato"
36,Arka Vikas,Maharashtra,"Large, red, firm, good yield, OPV",Solanum lycopersicum cv. Arka Vikas,Arka Vikas Tomato,IIHR Bengaluru; adapted to Maharashtra; suitable for rainy season; wilt-tolerant.,"IIHR Bengaluru; adapted to Maharashtra; suitable for rainy season; wilt-tolerant.

Scientific name: Solanum lycopersicum cv. Arka Vikas

Origin: Maharashtra

Taste profile: Large, red, firm, good yield, OPV

Marathi name: Arka Vikas Tomato"
37,Sathgudi,Andhra Pradesh/Maharashtra,"Mildly sweet, very juicy, thin skin",Citrus limetta cv. Sathgudi,Sathgudi Mosambi,"Most widely grown Mosambi variety in Maharashtra; Solapur, Osmanabad; high juice content; year-round availability.","Most widely grown Mosambi variety in Maharashtra; Solapur, Osmanabad; high juice content; year-round availability.

Scientific name: Citrus limetta cv. Sathgudi

Origin: Andhra Pradesh/Maharashtra

Taste profile: Mildly sweet, very juicy, thin skin

Marathi name: Sathgudi Mosambi"
37,Phule Mosambi-1,Maharashtra,"Sweet, juicy, good rind colour",Citrus limetta cv. Phule Mosambi-1,Phule Mosambi,MPKV Rahuri developed; suitable for Maharashtra's dry zones; good adaptation.,"MPKV Rahuri developed; suitable for Maharashtra's dry zones; good adaptation.

Scientific name: Citrus limetta cv. Phule Mosambi-1

Origin: Maharashtra

Taste profile: Sweet, juicy, good rind colour

Marathi name: Phule Mosambi"
37,Seedless Mosambi (Local),Maharashtra,"Sweet, nearly seedless, smooth skin",Citrus limetta (seedless type),Bijrahit Mosambi,Seedless selections grown in Pune and Solapur; premium market; limited production.,"Seedless selections grown in Pune and Solapur; premium market; limited production.

Scientific name: Citrus limetta (seedless type)

Origin: Maharashtra

Taste profile: Sweet, nearly seedless, smooth skin

Marathi name: Bijrahit Mosambi"
38,Yamuna Safed (G-1),India,"Strongly pungent, white, large cloves",Allium sativum cv. Yamuna Safed,Yamuna Safed Lasun,"NHRDF variety; most popular in Maharashtra; large white bulb; good storage; Nashik, Pune.","NHRDF variety; most popular in Maharashtra; large white bulb; good storage; Nashik, Pune.

Scientific name: Allium sativum cv. Yamuna Safed

Origin: India

Taste profile: Strongly pungent, white, large cloves

Marathi name: Yamuna Safed Lasun"
38,Phule Bahugunak,Maharashtra,"Very pungent, big bulb, long shelf life",Allium sativum cv. Phule Bahugunak,Phule Bahugunak Lasun,"MPKV Rahuri; specifically bred for Maharashtra conditions; high yield; Nashik, Satara.","MPKV Rahuri; specifically bred for Maharashtra conditions; high yield; Nashik, Satara.

Scientific name: Allium sativum cv. Phule Bahugunak

Origin: Maharashtra

Taste profile: Very pungent, big bulb, long shelf life

Marathi name: Phule Bahugunak Lasun"
38,Agrifound White (G-41),Maharashtra,"Pungent, white, medium bulb, export quality",Allium sativum cv. G-41,Safed Lasun,"NHRDF; export-grade white garlic; Maharashtra and Rajasthan; Nashik, Solapur.","NHRDF; export-grade white garlic; Maharashtra and Rajasthan; Nashik, Solapur.

Scientific name: Allium sativum cv. G-41

Origin: Maharashtra

Taste profile: Pungent, white, medium bulb, export quality

Marathi name: Safed Lasun"
38,Desi Kali (Local Black Garlic),Maharashtra,"Strongly pungent, purple-tinged cloves",Allium sativum (local landrace),Desi Kali Lasun,Indigenous variety; smaller bulb; intense flavour; drought tolerant; grown without irrigation in Marathwada.,"Indigenous variety; smaller bulb; intense flavour; drought tolerant; grown without irrigation in Marathwada.

Scientific name: Allium sativum (local landrace)

Origin: Maharashtra

Taste profile: Strongly pungent, purple-tinged cloves

Marathi name: Desi Kali Lasun"
39,Sangli Turmeric (Erande/Rajapuri),Maharashtra,"High curcumin (>4.5%), intense golden, earthy-bitter",Curcuma longa cv. Rajapuri,Sangli Halad,"GI-tagged; grown in Sangli, Kolhapur, Satara; premium price; thick rhizome; dry and polished for export. Best curcumin content in world.","GI-tagged; grown in Sangli, Kolhapur, Satara; premium price; thick rhizome; dry and polished for export. Best curcumin content in world.

Scientific name: Curcuma longa cv. Rajapuri

Origin: Maharashtra

Taste profile: High curcumin (>4.5%), intense golden, earthy-bitter

Marathi name: Sangli Halad"
39,Phule Swarnim,Maharashtra,"High curcumin, good yield, improved variety",Curcuma longa cv. Phule Swarnim,Phule Swarnim Halad,"MPKV Rahuri; specifically bred for Maharashtra; high curcumin and yield; Sangli, Satara.","MPKV Rahuri; specifically bred for Maharashtra; high curcumin and yield; Sangli, Satara.

Scientific name: Curcuma longa cv. Phule Swarnim

Origin: Maharashtra

Taste profile: High curcumin, good yield, improved variety

Marathi name: Phule Swarnim Halad"
39,Selam,Tamil Nadu/Maharashtra,"Medium curcumin, round finger, good yield",Curcuma longa cv. Salem,Salem Halad,"Salem type; popular in Pune, Nashik; early maturing; bright yellow colour.","Salem type; popular in Pune, Nashik; early maturing; bright yellow colour.

Scientific name: Curcuma longa cv. Salem

Origin: Tamil Nadu/Maharashtra

Taste profile: Medium curcumin, round finger, good yield

Marathi name: Salem Halad"
39,Sugandham,Maharashtra,"Aromatic, high oil, good curcumin",Curcuma longa cv. Sugandham,Sugandhi Halad,Aromatic variety; IISR Kozhikode; adapted to Maharashtra; good for value-added products.,"Aromatic variety; IISR Kozhikode; adapted to Maharashtra; good for value-added products.

Scientific name: Curcuma longa cv. Sugandham

Origin: Maharashtra

Taste profile: Aromatic, high oil, good curcumin

Marathi name: Sugandhi Halad"
39,Pratibha,Maharashtra,"High curcumin (4–5%), bold rhizome",Curcuma longa cv. Pratibha,Pratibha Halad,MPKV variety; Sangli and Kolhapur; high export value; disease-tolerant.,"MPKV variety; Sangli and Kolhapur; high export value; disease-tolerant.

Scientific name: Curcuma longa cv. Pratibha

Origin: Maharashtra

Taste profile: High curcumin (4–5%), bold rhizome

Marathi name: Pratibha Halad"
40,Kolhapuri Chilli (Lavangi),Maharashtra,"Extremely hot, deep red, smoky-earthy",Capsicum annuum cv. Lavangi,Lavangi Mirchi,"GI-tagged; Kolhapur and Sangli; small, thin chilli; very high Scoville (>100,000 SHU); essential for Kolhapuri masala and dry red chilli powder; prized export variety.","GI-tagged; Kolhapur and Sangli; small, thin chilli; very high Scoville (>100,000 SHU); essential for Kolhapuri masala and dry red chilli powder; prized export variety.

Scientific name: Capsicum annuum cv. Lavangi

Origin: Maharashtra

Taste profile: Extremely hot, deep red, smoky-earthy

Marathi name: Lavangi Mirchi"
40,Phule Jyoti,Maharashtra,"Medium hot, bright red, high yield",Capsicum annuum cv. Phule Jyoti,Phule Jyoti Mirchi,MPKV Rahuri; popular commercial variety; Maharashtra Kharif; good for fresh and dry use.,"MPKV Rahuri; popular commercial variety; Maharashtra Kharif; good for fresh and dry use.

Scientific name: Capsicum annuum cv. Phule Jyoti

Origin: Maharashtra

Taste profile: Medium hot, bright red, high yield

Marathi name: Phule Jyoti Mirchi"
40,Byadgi Chilli,Karnataka/Maharashtra,"Mildly hot, deep red, high colour (ASTA)",Capsicum annuum cv. Byadgi,Byadgi Mirchi,Grown in Aurangabad and Osmanabad; bright colour without high pungency; ideal for colour-extraction and masala powders; high export demand.,"Grown in Aurangabad and Osmanabad; bright colour without high pungency; ideal for colour-extraction and masala powders; high export demand.

Scientific name: Capsicum annuum cv. Byadgi

Origin: Karnataka/Maharashtra

Taste profile: Mildly hot, deep red, high colour (ASTA)

Marathi name: Byadgi Mirchi"
40,Kashmiri Chilli (Maharashtra Grown),Maharashtra,"Very mild, deep red, high colour",Capsicum annuum cv. K-2,Kashmiri Mirchi,"Low-pungency variety grown in Maharashtra for colour; used in tandoori, butter chicken; Nashik and Aurangabad.","Low-pungency variety grown in Maharashtra for colour; used in tandoori, butter chicken; Nashik and Aurangabad.

Scientific name: Capsicum annuum cv. K-2

Origin: Maharashtra

Taste profile: Very mild, deep red, high colour

Marathi name: Kashmiri Mirchi"
40,Arka Meghana,Maharashtra,"Hot, bold red fruit, high yield, hybrid",Capsicum annuum cv. Arka Meghana,Arka Meghana Mirchi,"IIHR Bengaluru F1 hybrid; adapted to Maharashtra; wilt and virus resistant; Nashik, Pune.","IIHR Bengaluru F1 hybrid; adapted to Maharashtra; wilt and virus resistant; Nashik, Pune.

Scientific name: Capsicum annuum cv. Arka Meghana

Origin: Maharashtra

Taste profile: Hot, bold red fruit, high yield, hybrid

Marathi name: Arka Meghana Mirchi"
40,Pusa Jwala,India,"Very hot, green to red, thin-walled, aromatic",Capsicum annuum cv. Pusa Jwala,Pusa Jwala Mirchi,"IARI variety; widely grown across Maharashtra; popular for fresh green and dry red market; Nashik, Aurangabad.","IARI variety; widely grown across Maharashtra; popular for fresh green and dry red market; Nashik, Aurangabad.

Scientific name: Capsicum annuum cv. Pusa Jwala

Origin: India

Taste profile: Very hot, green to red, thin-walled, aromatic

Marathi name: Pusa Jwala Mirchi"
41,Mahadeo (Local Konkan),Maharashtra,"Very pungent, aromatic, high oil, spicy",Zingiber officinale (local landrace),Konkan Aale,"Traditional high-oil landrace from Western Ghats; Satara, Kolhapur, Sindhudurg; premium dried ginger (Soonth); high gingerol content.","Traditional high-oil landrace from Western Ghats; Satara, Kolhapur, Sindhudurg; premium dried ginger (Soonth); high gingerol content.

Scientific name: Zingiber officinale (local landrace)

Origin: Maharashtra

Taste profile: Very pungent, aromatic, high oil, spicy

Marathi name: Konkan Aale"
41,Suprabha,India (IISR),"Pungent, high yield, good oleoresin",Zingiber officinale cv. Suprabha,Suprabha Aale,ICAR-IISR Kozhikode; adapted to Maharashtra; high yield; good for fresh and processing market.,"ICAR-IISR Kozhikode; adapted to Maharashtra; high yield; good for fresh and processing market.

Scientific name: Zingiber officinale cv. Suprabha

Origin: India (IISR)

Taste profile: Pungent, high yield, good oleoresin

Marathi name: Suprabha Aale"
41,Himgiri,Himachal Pradesh/Maharashtra,"Medium pungent, high yield, large rhizome",Zingiber officinale cv. Himgiri,Himgiri Aale,Adapted to highlands; Satara and Pune hills; good fresh ginger yield.,"Adapted to highlands; Satara and Pune hills; good fresh ginger yield.

Scientific name: Zingiber officinale cv. Himgiri

Origin: Himachal Pradesh/Maharashtra

Taste profile: Medium pungent, high yield, large rhizome

Marathi name: Himgiri Aale"
41,Rio-de-Janeiro,Brazil/Maharashtra,"Mild pungent, plump rhizome, high fresh weight",Zingiber officinale cv. Rio-de-Janeiro,Rio Aale,Low fibre; preferred for fresh vegetable use; grown in Pune and Nashik irrigated areas.,"Low fibre; preferred for fresh vegetable use; grown in Pune and Nashik irrigated areas.

Scientific name: Zingiber officinale cv. Rio-de-Janeiro

Origin: Brazil/Maharashtra

Taste profile: Mild pungent, plump rhizome, high fresh weight

Marathi name: Rio Aale"
42,Pragati,Maharashtra,"Sweet-sour, thick pulp, low seed, high yield",Tamarindus indica cv. Pragati,Pragati Chincha,Improved selection; high pulp-to-seed ratio; Maharashtra's Marathwada belt; grafted plants available from MPKV.,"Improved selection; high pulp-to-seed ratio; Maharashtra's Marathwada belt; grafted plants available from MPKV.

Scientific name: Tamarindus indica cv. Pragati

Origin: Maharashtra

Taste profile: Sweet-sour, thick pulp, low seed, high yield

Marathi name: Pragati Chincha"
42,PKM-1,Tamil Nadu/Maharashtra,"Sour-sweet, fleshy, low fibre, high pulp",Tamarindus indica cv. PKM-1,PKM-1 Chincha,"Tamil Nadu variety adopted in Maharashtra; high yield; early bearing grafted plants; Nashik, Aurangabad.","Tamil Nadu variety adopted in Maharashtra; high yield; early bearing grafted plants; Nashik, Aurangabad.

Scientific name: Tamarindus indica cv. PKM-1

Origin: Tamil Nadu/Maharashtra

Taste profile: Sour-sweet, fleshy, low fibre, high pulp

Marathi name: PKM-1 Chincha"
42,Urigam (Local),Maharashtra,"Sour, traditional, deep brown pulp",Tamarindus indica (local landrace),Sthanik Chincha,Wild-type landraces grown along roads and forest margins; Marathwada; fruiting December–March; traditional harvest.,"Wild-type landraces grown along roads and forest margins; Marathwada; fruiting December–March; traditional harvest.

Scientific name: Tamarindus indica (local landrace)

Origin: Maharashtra

Taste profile: Sour, traditional, deep brown pulp

Marathi name: Sthanik Chincha"
43,Pusa Early Bunching,India,"Mildly bitter, leafy, quick to bolt",Trigonella foenum-graecum cv. Pusa Early Bunching,Lavkar Methi,IARI; popular for fresh leaf market; short duration; Maharashtra Rabi; continuous harvest possible.,"IARI; popular for fresh leaf market; short duration; Maharashtra Rabi; continuous harvest possible.

Scientific name: Trigonella foenum-graecum cv. Pusa Early Bunching

Origin: India

Taste profile: Mildly bitter, leafy, quick to bolt

Marathi name: Lavkar Methi"
43,Kasuri Methi (IARI-PEB),India,"Strongly aromatic, small leaf, dried use",Trigonella foenum-graecum cv. Kasuri,Kasuri Methi,Small-leafed aromatic variety; dried for culinary use; grown in Nashik and Pune; premium quality.,"Small-leafed aromatic variety; dried for culinary use; grown in Nashik and Pune; premium quality.

Scientific name: Trigonella foenum-graecum cv. Kasuri

Origin: India

Taste profile: Strongly aromatic, small leaf, dried use

Marathi name: Kasuri Methi"
43,RMt-1 (Rajasthan),Rajasthan/Maharashtra,"Bitter seeds, good leaf yield",Trigonella foenum-graecum cv. RMt-1,RMt-1 Methi,"Good seed yield; adapted to Maharashtra Rabi; Nashik, Aurangabad; used for seed and fresh leaf both.","Good seed yield; adapted to Maharashtra Rabi; Nashik, Aurangabad; used for seed and fresh leaf both.

Scientific name: Trigonella foenum-graecum cv. RMt-1

Origin: Rajasthan/Maharashtra

Taste profile: Bitter seeds, good leaf yield

Marathi name: RMt-1 Methi"
44,CO-1,Maharashtra,"Aromatic, high leaf yield, fresh market",Coriandrum sativum cv. CO-1,CO-1 Kothimbir,"Tall plant; high green leaf yield; Nashik, Pune, Satara; widely grown for leaf market; successive harvests.","Tall plant; high green leaf yield; Nashik, Pune, Satara; widely grown for leaf market; successive harvests.

Scientific name: Coriandrum sativum cv. CO-1

Origin: Maharashtra

Taste profile: Aromatic, high leaf yield, fresh market

Marathi name: CO-1 Kothimbir"
44,Phule Suvarna,Maharashtra,"Good seed yield, aromatic, dual purpose",Coriandrum sativum cv. Phule Suvarna,Phule Suvarna Kothimbir,MPKV Rahuri; dual-purpose (leaf + seed); Nashik; Rabi; popular with cooperative farms.,"MPKV Rahuri; dual-purpose (leaf + seed); Nashik; Rabi; popular with cooperative farms.

Scientific name: Coriandrum sativum cv. Phule Suvarna

Origin: Maharashtra

Taste profile: Good seed yield, aromatic, dual purpose

Marathi name: Phule Suvarna Kothimbir"
44,Rajendra Swati,Maharashtra,"High seed yield, aromatic, good oil",Coriandrum sativum cv. Rajendra Swati,Rajendra Swati Kothimbir,"RAU Bihar; adapted to Maharashtra; high dhania (seed) yield; Nashik, Aurangabad.","RAU Bihar; adapted to Maharashtra; high dhania (seed) yield; Nashik, Aurangabad.

Scientific name: Coriandrum sativum cv. Rajendra Swati

Origin: Maharashtra

Taste profile: High seed yield, aromatic, good oil

Marathi name: Rajendra Swati Kothimbir"
45,Sugar Baby,USA/Maharashtra,"Very sweet (Brix 10–12), dark green, small round",Citrullus lanatus cv. Sugar Baby,Sugar Baby Kalingad,"Most popular variety in Maharashtra; compact fruit; deep red flesh; sold widely in Nashik, Nashik, Solapur.","Most popular variety in Maharashtra; compact fruit; deep red flesh; sold widely in Nashik, Nashik, Solapur.

Scientific name: Citrullus lanatus cv. Sugar Baby

Origin: USA/Maharashtra

Taste profile: Very sweet (Brix 10–12), dark green, small round

Marathi name: Sugar Baby Kalingad"
45,Arka Manik,India (IIHR),"Sweet, firm red flesh, high yield",Citrullus lanatus cv. Arka Manik,Arka Manik Kalingad,"IIHR Bengaluru; striped green fruit; high sugar; 5–8 kg fruit; Nashik, Aurangabad.","IIHR Bengaluru; striped green fruit; high sugar; 5–8 kg fruit; Nashik, Aurangabad.

Scientific name: Citrullus lanatus cv. Arka Manik

Origin: India (IIHR)

Taste profile: Sweet, firm red flesh, high yield

Marathi name: Arka Manik Kalingad"
45,Phule Indrayani (Seedless),Maharashtra,"Sweet, seedless, crisp",Citrullus lanatus cv. Phule Indrayani,Bijrahit Kalingad,MPKV Rahuri seedless hybrid; premium market; Nashik valley; polliniser plants required.,"MPKV Rahuri seedless hybrid; premium market; Nashik valley; polliniser plants required.

Scientific name: Citrullus lanatus cv. Phule Indrayani

Origin: Maharashtra

Taste profile: Sweet, seedless, crisp

Marathi name: Bijrahit Kalingad"
45,NS-295 (Namdhari),Maharashtra,"Very sweet, oblong, striped, red flesh",Citrullus lanatus cv. NS-295,NS-295 Kalingad,"Namdhari Seeds F1; very high yield; Nashik, Solapur; excellent transport quality; large 8–10 kg fruit.","Namdhari Seeds F1; very high yield; Nashik, Solapur; excellent transport quality; large 8–10 kg fruit.

Scientific name: Citrullus lanatus cv. NS-295

Origin: Maharashtra

Taste profile: Very sweet, oblong, striped, red flesh

Marathi name: NS-295 Kalingad"
46,Arka Rajhans,India (IIHR),"Very sweet, orange flesh, aromatic, netted skin",Cucumis melo cv. Arka Rajhans,Arka Rajhans Kharbuja,IIHR Bengaluru; popular in Maharashtra; cantaloupe type; netted rind; high Brix 12–14.,"IIHR Bengaluru; popular in Maharashtra; cantaloupe type; netted rind; high Brix 12–14.

Scientific name: Cucumis melo cv. Arka Rajhans

Origin: India (IIHR)

Taste profile: Very sweet, orange flesh, aromatic, netted skin

Marathi name: Arka Rajhans Kharbuja"
46,Hara Madhu,India,"Sweet, green flesh, smooth skin",Cucumis melo cv. Hara Madhu,Hara Madhu Kharbuja,Pale green smooth skin; classic Indian muskmelon; grown across Maharashtra; affordable and popular.,"Pale green smooth skin; classic Indian muskmelon; grown across Maharashtra; affordable and popular.

Scientific name: Cucumis melo cv. Hara Madhu

Origin: India

Taste profile: Sweet, green flesh, smooth skin

Marathi name: Hara Madhu Kharbuja"
46,Phule Shreshtha,Maharashtra,"Sweet, high yield, good keeping quality",Cucumis melo cv. Phule Shreshtha,Phule Shreshtha Kharbuja,"MPKV Rahuri; recommended for Maharashtra summer; Nashik, Pune; medium-large fruit.","MPKV Rahuri; recommended for Maharashtra summer; Nashik, Pune; medium-large fruit.

Scientific name: Cucumis melo cv. Phule Shreshtha

Origin: Maharashtra

Taste profile: Sweet, high yield, good keeping quality

Marathi name: Phule Shreshtha Kharbuja"
47,Sai Sharbati,Maharashtra,"Acidic, juicy, thin-skinned, aromatic",Citrus limon cv. Sai Sharbati,Sai Sharbati Limbu,"Popular commercial variety in Maharashtra; Nashik, Pune; high juice content; year-round fruiting.","Popular commercial variety in Maharashtra; Nashik, Pune; high juice content; year-round fruiting.

Scientific name: Citrus limon cv. Sai Sharbati

Origin: Maharashtra

Taste profile: Acidic, juicy, thin-skinned, aromatic

Marathi name: Sai Sharbati Limbu"
47,Phule Saurabh,Maharashtra,"Acidic, aromatic, high juice, soft rind",Citrus limon cv. Phule Saurabh,Phule Saurabh Limbu,"MPKV Rahuri; improved lemon variety; suitable for drip-irrigated orchards; Nashik, Aurangabad.","MPKV Rahuri; improved lemon variety; suitable for drip-irrigated orchards; Nashik, Aurangabad.

Scientific name: Citrus limon cv. Phule Saurabh

Origin: Maharashtra

Taste profile: Acidic, aromatic, high juice, soft rind

Marathi name: Phule Saurabh Limbu"
47,Seedless Lime,Maharashtra,"Acidic, thin-skinned, nearly seedless",Citrus aurantiifolia (seedless type),Bijrahit Limbu,Acid lime type; Konkan and Pune; very popular for household use and street food vendors.,"Acid lime type; Konkan and Pune; very popular for household use and street food vendors.

Scientific name: Citrus aurantiifolia (seedless type)

Origin: Maharashtra

Taste profile: Acidic, thin-skinned, nearly seedless

Marathi name: Bijrahit Limbu"
47,Eureka Lemon,USA/Maharashtra,"Strongly acidic, aromatic, thick-skinned",Citrus limon cv. Eureka,Eureka Limbu,Introduced variety; grown in Nashik and Pune; export-quality large lemon; increasing adoption.,"Introduced variety; grown in Nashik and Pune; export-quality large lemon; increasing adoption.

Scientific name: Citrus limon cv. Eureka

Origin: USA/Maharashtra

Taste profile: Strongly acidic, aromatic, thick-skinned

Marathi name: Eureka Limbu"